id,pokemon,species_id,height,weight,base_experience,type_1,type_2,hp,attack,defense,special_attack,special_defense,speed,color_1,color_2,color_f,egg_group_1,egg_group_2,url_icon,generation_id,url_image
436,bronzor,436,0.5,60.5,60,steel,psychic,57,24,86,24,86,23,#B8B8D0,#F85888,#C7A0BE,mineral,NA,//archives.bulbagarden.net/media/upload/4/47/436MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/436.png
687,malamar,687,1.5,47,169,dark,psychic,86,92,88,68,75,73,#705848,#F85888,#905857,water1,water2,//archives.bulbagarden.net/media/upload/3/3f/687MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/687.png
260,swampert,260,1.5,81.9,241,water,ground,100,110,90,85,90,60,#6890F0,#E0C068,#859BCF,monster,water1,//archives.bulbagarden.net/media/upload/0/09/260MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/260.png
60,poliwag,60,0.6,12.4,60,water,NA,40,50,40,40,40,90,#6890F0,NA,NA,water1,NA,//archives.bulbagarden.net/media/upload/1/1e/060MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/060.png
448,lucario,448,1.2,54,184,fighting,steel,70,110,70,115,70,90,#C03028,#B8B8D0,#BE5050,ground,humanshape,//archives.bulbagarden.net/media/upload/1/14/448MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/448.png
488,cresselia,488,1.5,85.6,270,psychic,NA,120,70,120,75,130,85,#F85888,NA,NA,no-eggs,NA,//archives.bulbagarden.net/media/upload/c/c3/488MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/488.png
181,ampharos,181,1.4,61.5,230,electric,NA,90,75,85,115,90,55,#F8D030,NA,NA,monster,ground,//archives.bulbagarden.net/media/upload/8/89/181MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/181.png
510,liepard,510,1.1,37.5,156,dark,NA,64,88,50,88,50,106,#705848,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/6/68/510MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/510.png
133,eevee,133,0.3,6.5,65,normal,NA,55,55,50,45,65,55,#A8A878,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/6/67/133MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/133.png
428,lopunny,428,1.2,33.3,168,normal,NA,65,76,84,54,96,105,#A8A878,NA,NA,ground,humanshape,//archives.bulbagarden.net/media/upload/d/de/428MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/428.png
547,whimsicott,547,0.7,6.6,168,grass,fairy,60,67,85,77,75,116,#78C850,#EE99AC,#94BC66,fairy,plant,//archives.bulbagarden.net/media/upload/e/ed/547MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/547.png
789,cosmog,789,0.2,0.1,40,psychic,NA,43,29,31,29,31,37,#F85888,NA,NA,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/789.png
279,pelipper,279,1.2,28,154,water,flying,60,50,100,95,70,65,#6890F0,#A890F0,#7790F0,water1,flying,//archives.bulbagarden.net/media/upload/0/06/279MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/279.png
626,bouffalant,626,1.6,94.6,172,normal,NA,95,110,95,40,95,55,#A8A878,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/d/d2/626MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/626.png
10100,raichu-alola,26,0.7,21,218,electric,psychic,60,85,50,95,85,110,#F8D030,#F85888,#F8B245,ground,fairy,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10100.png
688,binacle,688,0.5,31,61,rock,water,42,52,67,39,56,50,#B8A038,#6890F0,#A49C64,water3,NA,//archives.bulbagarden.net/media/upload/c/cf/688MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/688.png
150,mewtwo,150,2,122,306,psychic,NA,106,110,90,154,90,130,#F85888,NA,NA,no-eggs,NA,//archives.bulbagarden.net/media/upload/0/00/150MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/150.png
708,phantump,708,0.4,7,62,ghost,grass,43,70,48,50,60,38,#705898,#78C850,#717386,plant,indeterminate,//archives.bulbagarden.net/media/upload/0/06/708MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/708.png
169,crobat,169,1.8,75,241,poison,flying,85,90,80,70,80,130,#A040A0,#A890F0,#A153B3,flying,NA,//archives.bulbagarden.net/media/upload/e/e8/169MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/169.png
785,tapu-koko,785,1.8,20.5,114,electric,fairy,70,115,85,95,75,130,#F8D030,#EE99AC,#F5C24E,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/785.png
669,flabebe,669,0.1,0.1,61,fairy,NA,44,38,39,61,79,42,#EE99AC,NA,NA,fairy,NA,//archives.bulbagarden.net/media/upload/f/ff/669MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/669.png
530,excadrill,530,0.7,40.4,178,ground,steel,110,135,60,50,65,88,#E0C068,#B8B8D0,#D6BE81,ground,NA,//archives.bulbagarden.net/media/upload/7/78/530MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/530.png
10108,persian-alola,53,1.1,33,154,dark,NA,65,60,60,75,65,115,#705848,NA,NA,ground,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10108.png
755,morelull,755,0.2,1.5,57,grass,fairy,40,35,55,65,75,15,#78C850,#EE99AC,#94BC66,plant,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/755.png
91,cloyster,91,1.5,132.5,184,water,ice,50,95,180,85,45,70,#6890F0,#98D8D8,#73A1EA,water3,NA,//archives.bulbagarden.net/media/upload/8/84/091MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/091.png
164,noctowl,164,1.6,40.8,158,normal,flying,100,50,50,86,96,70,#A8A878,#A890F0,#A8A295,flying,NA,//archives.bulbagarden.net/media/upload/b/b5/164MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/164.png
544,whirlipede,544,1.2,58.5,126,bug,poison,40,55,99,40,79,47,#A8B820,#A040A0,#A69A3F,bug,NA,//archives.bulbagarden.net/media/upload/0/01/544MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/544.png
479,rotom,479,0.3,0.3,154,electric,ghost,50,50,77,95,77,91,#F8D030,#705898,#D7B249,indeterminate,NA,//archives.bulbagarden.net/media/upload/6/62/479MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/479.png
787,tapu-bulu,787,1.9,45.5,114,grass,fairy,70,130,115,85,95,75,#78C850,#EE99AC,#94BC66,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/787.png
119,seaking,119,1.3,39,158,water,NA,80,92,65,65,80,68,#6890F0,NA,NA,water2,NA,//archives.bulbagarden.net/media/upload/4/40/119MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/119.png
10121,gumshoos-totem,735,1.4,60,146,normal,NA,88,110,60,55,60,45,#A8A878,NA,NA,ground,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10121.png
756,shiinotic,756,1,11.5,142,grass,fairy,60,45,80,90,100,30,#78C850,#EE99AC,#94BC66,plant,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/756.png
579,reuniclus,579,1,20.1,221,psychic,NA,110,65,75,125,85,30,#F85888,NA,NA,indeterminate,NA,//archives.bulbagarden.net/media/upload/8/89/579MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/579.png
697,tyrantrum,697,2.5,270,182,rock,dragon,82,121,119,69,59,71,#B8A038,#7038F8,#A68666,monster,dragon,//archives.bulbagarden.net/media/upload/5/52/697MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/697.png
607,litwick,607,0.3,3.1,55,ghost,fire,50,30,55,65,55,20,#705898,#F08030,#8F617E,indeterminate,NA,//archives.bulbagarden.net/media/upload/a/a0/607MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/607.png
89,muk,89,1.2,30,175,poison,NA,105,105,75,65,100,50,#A040A0,NA,NA,indeterminate,NA,//archives.bulbagarden.net/media/upload/9/9b/089MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/089.png
533,gurdurr,533,1.2,40,142,fighting,NA,85,105,85,40,50,40,#C03028,NA,NA,humanshape,NA,//archives.bulbagarden.net/media/upload/9/92/533MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/533.png
657,frogadier,657,0.6,10.9,142,water,NA,54,63,52,83,56,97,#6890F0,NA,NA,water1,NA,//archives.bulbagarden.net/media/upload/0/00/657MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/657.png
617,accelgor,617,0.8,25.3,173,bug,NA,80,70,40,100,60,145,#A8B820,NA,NA,bug,NA,//archives.bulbagarden.net/media/upload/3/37/617MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/617.png
71,victreebel,71,1.7,15.5,221,grass,poison,80,105,65,100,70,70,#78C850,#A040A0,#81A763,plant,NA,//archives.bulbagarden.net/media/upload/6/69/071MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/071.png
608,lampent,608,0.6,13,130,ghost,fire,60,40,60,95,60,55,#705898,#F08030,#8F617E,indeterminate,NA,//archives.bulbagarden.net/media/upload/1/13/608MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/608.png
315,roselia,315,0.3,2,140,grass,poison,50,60,45,100,80,65,#78C850,#A040A0,#81A763,fairy,plant,//archives.bulbagarden.net/media/upload/4/42/315MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/315.png
793,nihilego,793,1.2,55.5,114,rock,poison,109,53,47,127,131,103,#B8A038,#A040A0,#B28851,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/793.png
414,mothim,414,0.9,23.3,148,bug,flying,70,94,50,94,50,66,#A8B820,#A890F0,#A8AE52,bug,NA,//archives.bulbagarden.net/media/upload/0/03/414MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/414.png
631,heatmor,631,1.4,58,169,fire,NA,85,97,66,105,66,65,#F08030,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/0/07/631MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/631.png
649,genesect,649,1.5,82.5,270,bug,steel,71,120,95,120,95,99,#A8B820,#B8B8D0,#ABB84A,no-eggs,NA,//archives.bulbagarden.net/media/upload/b/b7/649MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/649.png
546,cottonee,546,0.3,0.6,56,grass,fairy,40,27,60,37,50,66,#78C850,#EE99AC,#94BC66,fairy,plant,//archives.bulbagarden.net/media/upload/8/87/546MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/546.png
10089,salamence-mega,373,1.8,112.6,315,dragon,flying,95,145,130,120,90,120,#7038F8,#A890F0,#7D4DF6,dragon,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10089.png
757,salandit,757,0.6,4.8,64,poison,fire,48,44,40,71,40,77,#A040A0,#F08030,#B34F84,monster,dragon,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/757.png
638,cobalion,638,2.1,250,261,steel,fighting,91,90,129,90,72,108,#B8B8D0,#C03028,#B997A7,no-eggs,NA,//archives.bulbagarden.net/media/upload/8/87/638MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/638.png
717,yveltal,717,5.8,203,306,dark,flying,126,131,95,131,98,99,#705848,#A890F0,#7D6570,no-eggs,NA,//archives.bulbagarden.net/media/upload/b/be/717MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/717.png
10042,aerodactyl-mega,142,2.1,79,215,rock,flying,80,135,85,70,95,150,#B8A038,#A890F0,#B49C64,flying,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10042.png
392,infernape,392,1.2,55,240,fire,fighting,76,104,71,104,71,108,#F08030,#C03028,#E46C2E,ground,humanshape,//archives.bulbagarden.net/media/upload/5/5f/392MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/392.png
281,kirlia,281,0.8,20.2,97,psychic,fairy,38,35,35,65,55,50,#F85888,#EE99AC,#F56790,indeterminate,NA,//archives.bulbagarden.net/media/upload/7/71/281MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/281.png
5,charmeleon,5,1.1,19,142,fire,NA,58,64,58,80,65,80,#F08030,NA,NA,monster,dragon,//archives.bulbagarden.net/media/upload/b/be/005MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/005.png
10115,marowak-alola,105,1,34,149,fire,ghost,60,80,110,50,80,45,#F08030,#705898,#D07649,monster,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10115.png
10077,kyogre-primal,382,9.8,430,347,water,NA,100,150,90,180,160,90,#6890F0,NA,NA,no-eggs,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10077.png
20,raticate,20,0.7,18.5,145,normal,NA,55,81,60,50,70,97,#A8A878,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/5/57/020MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/020.png
183,marill,183,0.4,8.5,88,water,fairy,70,20,50,20,50,40,#6890F0,#EE99AC,#8892DF,water1,fairy,//archives.bulbagarden.net/media/upload/d/d7/183MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/183.png
79,slowpoke,79,1.2,36,63,water,psychic,90,65,65,40,40,15,#6890F0,#F85888,#8A82D6,monster,water1,//archives.bulbagarden.net/media/upload/8/82/079MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/079.png
654,braixen,654,1,14.5,143,fire,NA,59,59,58,90,70,73,#F08030,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/6/6d/654MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/654.png
69,bellsprout,69,0.7,4,60,grass,poison,50,75,35,70,30,40,#78C850,#A040A0,#81A763,plant,NA,//archives.bulbagarden.net/media/upload/c/c7/069MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/069.png
473,mamoswine,473,2.5,291,239,ice,ground,110,130,80,70,60,80,#98D8D8,#E0C068,#A9D2BC,ground,NA,//archives.bulbagarden.net/media/upload/9/92/473MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/473.png
732,trumbeak,732,0.6,14.8,124,normal,flying,55,85,50,40,50,75,#A8A878,#A890F0,#A8A295,flying,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/732.png
296,makuhita,296,1,86.4,47,fighting,NA,72,60,30,20,30,25,#C03028,NA,NA,humanshape,NA,//archives.bulbagarden.net/media/upload/d/d9/296MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/296.png
10062,latias-mega,380,1.8,52,315,dragon,psychic,80,100,120,140,150,110,#7038F8,#F85888,#903FDC,no-eggs,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10062.png
132,ditto,132,0.3,4,101,normal,NA,48,48,48,48,48,48,#A8A878,NA,NA,ditto,NA,//archives.bulbagarden.net/media/upload/4/47/132MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/132.png
42,golbat,42,1.6,55,159,poison,flying,75,80,70,65,75,90,#A040A0,#A890F0,#A153B3,flying,NA,//archives.bulbagarden.net/media/upload/b/b7/042MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/042.png
599,klink,599,0.3,21,60,steel,NA,40,55,70,45,60,30,#B8B8D0,NA,NA,mineral,NA,//archives.bulbagarden.net/media/upload/b/b3/599MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/599.png
10083,pikachu-phd,25,0.4,6,112,electric,NA,35,55,40,50,50,90,#F8D030,NA,NA,ground,fairy,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10083.png
702,dedenne,702,0.2,2.2,151,electric,fairy,67,58,57,81,67,101,#F8D030,#EE99AC,#F5C24E,ground,fairy,//archives.bulbagarden.net/media/upload/a/a1/702MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/702.png
397,staravia,397,0.6,15.5,119,normal,flying,55,75,50,40,40,80,#A8A878,#A890F0,#A8A295,flying,NA,//archives.bulbagarden.net/media/upload/4/4e/397MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/397.png
264,linoone,264,0.5,32.5,147,normal,NA,78,70,61,50,61,100,#A8A878,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/2/22/264MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/264.png
177,natu,177,0.2,2,64,psychic,flying,40,50,45,70,45,70,#F85888,#A890F0,#E465A1,flying,NA,//archives.bulbagarden.net/media/upload/0/0b/177MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/177.png
368,gorebyss,368,1.8,22.6,170,water,NA,55,84,105,114,75,52,#6890F0,NA,NA,water1,NA,//archives.bulbagarden.net/media/upload/1/11/368MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/368.png
433,chingling,433,0.2,0.6,57,psychic,NA,45,30,50,65,50,45,#F85888,NA,NA,no-eggs,NA,//archives.bulbagarden.net/media/upload/7/7b/433MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/433.png
139,omastar,139,1,35,173,rock,water,70,60,125,115,70,55,#B8A038,#6890F0,#A49C64,water1,water3,//archives.bulbagarden.net/media/upload/a/a4/139MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/139.png
520,tranquill,520,0.6,15,125,normal,flying,62,77,62,50,42,65,#A8A878,#A890F0,#A8A295,flying,NA,//archives.bulbagarden.net/media/upload/5/5d/520MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/520.png
320,wailmer,320,2,130,80,water,NA,130,70,35,70,35,60,#6890F0,NA,NA,ground,water2,//archives.bulbagarden.net/media/upload/d/d6/320MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/320.png
115,kangaskhan,115,2.2,80,172,normal,NA,105,95,80,40,80,90,#A8A878,NA,NA,monster,NA,//archives.bulbagarden.net/media/upload/1/12/115MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/115.png
453,croagunk,453,0.7,23,60,poison,fighting,48,61,40,61,40,50,#A040A0,#C03028,#A73C82,humanshape,NA,//archives.bulbagarden.net/media/upload/8/8a/453MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/453.png
450,hippowdon,450,2,300,184,ground,NA,108,112,118,68,72,47,#E0C068,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/0/0b/450MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/450.png
527,woobat,527,0.4,2.1,65,psychic,flying,65,45,43,55,43,72,#F85888,#A890F0,#E465A1,flying,ground,//archives.bulbagarden.net/media/upload/2/2c/527MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/527.png
396,starly,396,0.3,2,49,normal,flying,40,55,30,30,30,60,#A8A878,#A890F0,#A8A295,flying,NA,//archives.bulbagarden.net/media/upload/7/72/396MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/396.png
743,ribombee,743,0.2,0.5,162,bug,fairy,60,55,60,95,70,124,#A8B820,#EE99AC,#B8B041,bug,fairy,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/743.png
777,togedemaru,777,0.3,3.3,152,electric,steel,65,98,63,40,73,96,#F8D030,#B8B8D0,#E8CA56,ground,fairy,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/777.png
159,croconaw,159,1.1,25,142,water,NA,65,80,80,59,63,58,#6890F0,NA,NA,monster,water1,//archives.bulbagarden.net/media/upload/b/b9/159MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/159.png
578,duosion,578,0.6,8,130,psychic,NA,65,40,50,125,60,30,#F85888,NA,NA,indeterminate,NA,//archives.bulbagarden.net/media/upload/9/9b/578MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/578.png
495,snivy,495,0.6,8.1,62,grass,NA,45,45,55,45,55,63,#78C850,NA,NA,ground,plant,//archives.bulbagarden.net/media/upload/0/07/495MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/495.png
109,koffing,109,0.6,1,68,poison,NA,40,65,95,60,45,35,#A040A0,NA,NA,indeterminate,NA,//archives.bulbagarden.net/media/upload/1/17/109MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/109.png
393,piplup,393,0.4,5.2,63,water,NA,53,51,53,61,56,40,#6890F0,NA,NA,water1,ground,//archives.bulbagarden.net/media/upload/3/30/393MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/393.png
671,florges,671,1.1,10,248,fairy,NA,78,65,68,112,154,75,#EE99AC,NA,NA,fairy,NA,//archives.bulbagarden.net/media/upload/4/44/671MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/671.png
10088,lopunny-mega,428,1.3,28.3,203,normal,fighting,65,136,94,54,96,135,#A8A878,#C03028,#AD8A64,ground,humanshape,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10088.png
112,rhydon,112,1.9,120,170,ground,rock,105,130,120,45,45,40,#E0C068,#B8A038,#D6B85C,monster,ground,//archives.bulbagarden.net/media/upload/7/7c/112MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/112.png
27,sandshrew,27,0.6,12,60,ground,NA,50,75,85,20,30,40,#E0C068,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/9/9d/027MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/027.png
598,ferrothorn,598,1,110,171,grass,steel,74,94,131,54,116,20,#78C850,#B8B8D0,#87C46F,plant,mineral,//archives.bulbagarden.net/media/upload/d/d4/598MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/598.png
222,corsola,222,0.6,5,144,water,rock,65,55,95,65,95,35,#6890F0,#B8A038,#7B93C3,water1,water3,//archives.bulbagarden.net/media/upload/c/ce/222MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/222.png
266,silcoon,266,0.6,10,72,bug,NA,50,35,55,25,25,15,#A8B820,NA,NA,bug,NA,//archives.bulbagarden.net/media/upload/7/76/266MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/266.png
158,totodile,158,0.6,9.5,63,water,NA,50,65,64,44,48,43,#6890F0,NA,NA,monster,water1,//archives.bulbagarden.net/media/upload/3/39/158MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/158.png
731,pikipek,731,0.3,1.2,53,normal,flying,35,75,30,30,30,65,#A8A878,#A890F0,#A8A295,flying,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/731.png
262,mightyena,262,1,37,147,dark,NA,70,90,70,60,60,70,#705848,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/b/ba/262MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/262.png
401,kricketot,401,0.3,2.2,39,bug,NA,37,25,41,25,41,25,#A8B820,NA,NA,bug,NA,//archives.bulbagarden.net/media/upload/1/1c/401MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/401.png
623,golurk,623,2.8,330,169,ground,ghost,89,124,80,55,80,55,#E0C068,#705898,#C4A673,mineral,NA,//archives.bulbagarden.net/media/upload/0/06/623MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/623.png
205,forretress,205,1.2,125.8,163,bug,steel,75,90,140,60,60,40,#A8B820,#B8B8D0,#ABB84A,bug,NA,//archives.bulbagarden.net/media/upload/c/c4/205MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/205.png
438,bonsly,438,0.5,15,58,rock,NA,50,80,95,10,45,10,#B8A038,NA,NA,no-eggs,NA,//archives.bulbagarden.net/media/upload/c/cc/438MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/438.png
522,blitzle,522,0.8,29.8,59,electric,NA,45,60,32,50,32,76,#F8D030,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/6/6d/522MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/522.png
386,deoxys-normal,386,1.7,60.8,270,psychic,NA,50,150,50,150,50,150,#F85888,NA,NA,no-eggs,NA,//archives.bulbagarden.net/media/upload/6/6a/386MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/386.png
613,cubchoo,613,0.5,8.5,61,ice,NA,55,70,40,60,40,40,#98D8D8,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/f/fe/613MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/613.png
175,togepi,175,0.3,1.5,49,fairy,NA,35,20,65,40,65,20,#EE99AC,NA,NA,no-eggs,NA,//archives.bulbagarden.net/media/upload/d/d1/175MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/175.png
712,bergmite,712,1,99.5,61,ice,NA,55,69,85,32,35,28,#98D8D8,NA,NA,monster,NA,//archives.bulbagarden.net/media/upload/6/61/712MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/712.png
10146,kommo-o-totem,784,2.4,207.5,270,dragon,fighting,75,110,125,100,105,85,#7038F8,#C03028,#8336C5,dragon,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10146.png
261,poochyena,261,0.5,13.6,56,dark,NA,35,55,35,30,30,35,#705848,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/3/39/261MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/261.png
627,rufflet,627,0.5,10.5,70,normal,flying,70,83,50,37,50,60,#A8A878,#A890F0,#A8A295,flying,NA,//archives.bulbagarden.net/media/upload/4/4e/627MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/627.png
